model_name,model_id,accuracy,avg_confidence,total_time,avg_time_per_sample,positive_precision,positive_recall,positive_f1,neutral_precision,neutral_recall,neutral_f1,negative_precision,negative_recall,negative_f1
claude-3-7-sonnet,claude-3-7-sonnet-20250219,0.8666666666666667,0.8087499999999999,211.26896166801453,1.7605746805667877,0.3333333333333333,1.0,0.5,0.9655172413793104,0.6511627906976745,0.7777777777777779,0.8705882352941177,0.9866666666666667,0.925
claude-3-5-haiku,claude-3-5-haiku-20241022,0.8666666666666667,0.7258333333333333,419.72843170166016,3.497736930847168,0.2857142857142857,1.0,0.4444444444444445,0.9090909090909091,0.6976744186046512,0.7894736842105263,0.9,0.96,0.9290322580645162
claude-3-5-sonnet-v2,claude-3-5-sonnet-20241022,0.8416666666666667,0.8324999999999998,101.6944260597229,0.8474535504976909,0.2857142857142857,1.0,0.4444444444444445,0.9615384615384616,0.5813953488372093,0.7246376811594203,0.8505747126436781,0.9866666666666667,0.9135802469135803
claude-3-5-sonnet,claude-3-5-sonnet-20240620,0.85,0.8083333333333332,99.13062787055969,0.8260885655879975,0.25,1.0,0.4,0.9032258064516129,0.6511627906976745,0.7567567567567568,0.8888888888888888,0.96,0.923076923076923
claude-3-opus,claude-3-opus-20240229,0.8333333333333334,0.89375,178.26902985572815,1.4855752487977345,0.2857142857142857,1.0,0.4444444444444445,0.896551724137931,0.6046511627906976,0.7222222222222221,0.8571428571428571,0.96,0.9056603773584904
claude-3-sonnet,claude-3-sonnet-20240229,0.35833333333333334,0.5,34.020172357559204,0.28350143631299335,0.0,0.0,0.0,0.35833333333333334,1.0,0.5276073619631901,0.0,0.0,0.0
claude-3-haiku,claude-3-haiku-20240307,0.7583333333333333,0.7883333333333336,85.5295958518982,0.7127466320991516,0.18181818181818182,1.0,0.3076923076923077,0.7916666666666666,0.4418604651162791,0.5671641791044777,0.8235294117647058,0.9333333333333333,0.8749999999999999
